time,A0000,A0001,A0002,A0003,A0004,A0005,A0006,A0007,A0008,A1000,A1001,A1002,A1003,A1004,A1005,A1006,A1007,A1008,A1009,A1010,A1011,A1012,A1013,A1014,A1015,A1016,A1017,A1018,A1019,A1020,A1021,A1022,A1023,A1024,A1025,A1026,A1027,A1028,A1029,A1030,A1031,A1032,A1033,A1034,A1035,A1036,A1037,A1038,A1039,A1040,A1041,A1042,A1043,A1044,A1045,A1046,A1047,A1048,A1049,A1050,A1051,A1052,A1053,A1054,A1055,A1056,A1057,A1058,A1059,A1060,A1061,A1062,A1063
2059,2891709886976640,2845748870778450,2901707084610530,2896103674971540,2884786926238950,2884997447341890,2898458515691550,2891705147855580,2891728626291190,2888935738707290,2866175311594330,2889166305161770,2867870607853160,2860482638053890,2905684710184810,2860294108666220,2894363850026180,2868329792300770,2836374876185940,2893243129754290,2897044740713870,2883286039233280,2898666635942980,2905104249756380,2905905863718100,2843434008255210,2904760961656570,2857803649546430,2863730037618930,2901846286112850,2906050624332080,2877206607333460,2890852237776250,2884263193601140,2899733293246800,2904150293435610,2898009521660440,2895798786870400,2894819234831650,2891700623205180,2904188636032500,2902051648462350,2883102136982700,2895952890010820,2865234816042010,2899009473495640,2886476021409050,2875322406233420,2903471542463440,2871760460877850,2858184223895860,2862876858959480,2871138093544140,2882382263428250,2885428673507170,2893752326813170,2881688990347820,2894473500896420,2889173279075890,2890954137383160,2889183624438180,2900793636508260,2894949688929660,2879786105360210,2895849843194100,2880924559875390,2896008169507620,2883648660693650,2895248905916230,2888110605616640,2889256257212240,2897893873125370,2890379815895130
2060,2891662640811640,2844767594187260,2901864288797470,2896125187680440,2884647254022270,2884826673636150,2898537837216340,2891657816703800,2891681604308690,2888875553849370,2865572259764420,2889025621620990,2867305607134810,2859779280801350,2905902393456970,2859579828465410,2894402943324240,2867877945133850,2835257300844380,2893238983979780,2897129202118390,2883112813514210,2898764770230510,2905335530889400,2906124777793500,2842443059259530,2904958105034820,2857148261261780,2863175229741840,2901991755351590,2906287340947030,2876917530724970,2890784135623290,2884021725056960,2899843405680600,2904347544605070,2898083354898390,2895848460869370,2894848579009890,2891659715281880,2904383414636450,2902214027681430,2882886048566250,2896000829620490,2864693409035450,2899126134334140,2886317732820800,2874942372933400,2903645997893380,2871368289362920,2857440268848180,2862261036553550,2870708935277680,2882183787540890,2885223986000210,2893744087993620,2881477358271160,2894466466921300,2889058215642430,2890925495947140,2889114046791300,2900916567469400,2894951590509680,2879517239074020,2895888824724180,2880640935777740,2896043376900260,2883433978514070,2895282210396760,2887978853805100,2889166563184010,2897970631296080,2890312981175830
2061,2891615623009160,2843786678374830,2902020609596230,2896146614982240,2884506998656320,2884654320273650,2898616763718080,2891610865702820,2891634550235880,2888814911946550,2864965670617360,2888883881752980,2866740100646800,2859080069106960,2906120090124580,2858865556615960,2894442336801230,2867428363335730,2834141835951740,2893233197904550,2897214140839150,2882938991954830,2898862866933230,2905568813983820,2906343689916000,2841452538090310,2905154954082120,2856491049764860,2862619699777740,2902141118863690,2906524762443620,2876629319728900,2890712564687750,2883780722509480,2899953480001960,2904545343278640,2898157171610300,2895898737169110,2894878003044090,2891619176255560,2904578486419330,2902376527832640,2882668748717030,2896049196009790,2864157001580600,2899241796493050,2886159591142250,2874562583599020,2903820332410920,2870977375820770,2856699547147810,2861644800305070,2870281336968640,2881987146652130,2885020550334540,2893736077180490,2881266345716310,2894459212202740,2888943114341530,2890895939887110,2889044939714440,2901039382788150,2894953328972110,2879247596839110,2895928401690810,2880356858540760,2896079040867980,2883219537265620,2895314933109620,2887846574486530,2889076703723640,2898047821818240,2890246021542370
2062,2891568478356890,2842806323738100,2902176530829370,2896168078896660,2884367217124080,2884482015351540,2898695428253970,2891563721558210,2891587484804500,2888753120128580,2864362151369740,2888738489649760,2866173284880760,2858379589294300,2906337550789290,2858151068937550,2894484344894530,2866979881632330,2833027431614200,2893227484335150,2897301702877650,2882768374787650,2898961125925460,2905801431631190,2906562638132070,2840462526834310,2905351629312790,2855835243822640,2862066513654810,2902286642157210,2906761905716230,2876341717538690,2890640760417430,2883539367435420,2900063776411560,2904742930104160,2898231002683380,2895948951620280,2894907779847230,2891578556706700,2904773706981360,2902539345508310,2882450820657440,2896097543929980,2863620359234490,2899357933135430,2886001521362260,2874182240051260,2903994942349700,2870586747806050,2855958680590130,2861028720411840,2869852242713110,2881789355776890,2884818195792080,2893727835273520,2881056002680180,2894451761056840,2888827637276720,2890866999509930,2888976399087400,2901161969372050,2894954648840680,2878980632569120,2895967807807450,2880071678567260,2896117801966530,2883004145891550,2895347840218070,2887714973910860,2888988510547370,2898124862316490,2890180628388260
2063,2891522948880020,2841826963149190,2902332838379760,2896188891108200,2884228324020760,2884310212245390,2898774430300650,2891517968388840,2891541850069930,2888692112891820,2863757688828850,2888594766487350,2865605552776970,2857678772711140,2906555179762450,2857435928095670,2894525165456430,2866531447416240,2831913512219590,2893222578890000,2897388261181000,2882597207953810,2899059641104850,2906033977578240,2906781200925050,2839473039002770,2905548025800140,2855181970572140,2861514583073900,2902432316215790,2906999170582010,2876054705827670,2890568560395920,2883297382309670,2900175778424120,2904942295034830,2898304851064880,2895999736560460,2894939357515900,2891539926676070,2904968653303950,2902704346546240,2882232563182540,2896146222660810,2863083322635960,2899474587312680,2885844941297110,2873802044238230,2904169165257150,2870197122373930,2855217205063890,2860413545300180,2869423744768210,2881592379101090,2884613802372810,2893719601320370,2880846101675140,2894442603955830,2888712195808260,2890838451211100,2888910138284670,2901284464185330,2894956488713540,2878712173571520,2896009082808550,2879786921926290,2896152931828960,2882790709252140,2895382484786190,2887582508417040,2888898997334750,2898202293214310,2890113884650860
2064,2891475895413960,2840847635971470,2902489413386270,2896209906596000,2884092056704680,2884138140626320,2898853042358120,2891470891118080,2891494993369920,2888631511677790,2863152747365410,2888451840214150,2865035852616240,2856978135896170,2906772931561070,2856720221950150,2894566618280660,2866085084102410,2830800202873350,2893217436133730,2897478522672370,2882426479652390,2899160193035930,2906267106604340,2906999367675260,2838484256240300,2905744619353560,2854528470450370,2860962840254990,2902577990222670,2907238547747730,2875768508250440,2890496641821010,2883054495143270,2900286039832380,2905140082481290,2898379018993080,2896050669928800,2894969691497710,2891501300714160,2905167244223080,2902871394526480,2882015555161580,2896196698792100,2862546735469650,2899592985299850,2885686366098400,2873422506062370,2904343520291800,2869808589312170,2854475539303950,2859798133658480,2868995178615990,2881395880094750,2884409235165580,2893713395597950,2880636691819650,2894434984414530,2888595510446240,2890811742872750,2888842711161860,2901407043578370,2894957075217730,2878443860422060,2896049093960510,2879502673206670,2896188162420150,2882576065102180,2895415671833660,2887449766618710,2888809564980380,2898279860759610,2890047342339930
2065,2891428885222260,2839867996325010,2902645948066090,2896230150796500,2883954364762360,2883966235426520,2898931673688220,2891423838738340,2891448050384920,2888571494813160,2862543692042850,2888307830299460,2864467113695420,2856274306440780,2906990317352180,2856003926302150,2894608602783380,2865639565990470,2829687994945330,2893214992574480,2897567841844300,2882256522755790,2899259280718080,2906500750491480,2907217464583760,2837496635260280,2905940992740660,2853878670758180,2860411231593430,2902723305380740,2907476121949990,2875486368839150,2890424256944720,2882811585745090,2900398304985900,2905337937514130,2898454517115930,2896106110736300,2895000069160630,2891461222954560,2905362480604640,2903035166677960,2881799921720410,2896245926005490,2862013813049480,2899713436148220,2885527551946060,2873039056398800,2904521105215240,2869420960467480,2853733804235890,2859179944667540,2868567525453580,2881200003354900,2884204179010420,2893704807486950,2880427777653210,2894427159586160,2888479310711610,2890784193244790,2888775304229070,2901529715964830,2894957976017160,2878176305111190,2896088996436630,2879217729772150,2896223471255930,2882360938192270,2895449228468570,2887318388956370,2888720086787640,2898357192777830,2889980965302460
2066,2891382277767830,2838888501499890,2902804774121780,2896250277511940,2883818655752250,2883797957886840,2899010212156060,2891377206489090,2891401439008040,2888511995588510,2861937054212900,2888162200895710,2863897776417280,2855575021399510,2907207471165510,2855287203347930,2894650856798160,2865195153732080,2828576864753550,2893210333758290,2897655768422270,2882086941379280,2899358307729050,2906734435358460,2907435884463300,2836510102393640,2906137097448850,2853227885443440,2859861931032210,2902869062151520,2907717427053500,2875201730122390,2890351873173410,2882568023258070,2900508666180090,2905537735760630,2898528223752550,2896160457435240,2895030952070500,2891421307170860,2905559234662280,2903198785956900,2881582892323960,2896295296487440,2861479975503280,2899830926343030,2885368732180090,2872659389720630,2904695088820420,2869033639471570,2852991381782540,2858565182070380,2868140381214640,2881004623209820,2883997691551630,2893696805660630,2880219354018350,2894418640377420,2888363055748350,2890759743922120,2888710566906220,2901651865416190,2894958538363370,2877908616320570,2896128970875800,2878931407556160,2896258660497610,2882145689165090,2895483225275170,2887185647883460,2888631253174280,2898439631185510,2889914988182350
2067,2891335244245870,2837908649448210,2902961624511110,2896273656294790,2883682330187210,2883627889123230,2899090237068650,2891330120541940,2891354497772160,2888453659062670,2861330019482760,2888017617534620,2863332680714060,2854872888559870,2907424672810420,2854569952623130,2894697239141700,2864751543289040,2827467627242710,2893205802177700,2897743865172350,2881918074726850,2899458995551860,2906969901431440,2907657250689340,2835526503587410,2906332886022610,2852579674904270,2859312692768180,2903014361131080,2907955259831560,2874917571587640,2890281112377720,2882322041002120,2900619127213280,2905736327532880,2898602073298510,2896213280537280,2895062328668180,2891381731888700,2905754304365780,2903362607293550,2881364578921740,2896344674451900,2860946316610160,2899950806912360,2885209776808380,2872278825909930,2904868853094180,2868646872282020,2852247991613730,2857951178427170,2867714326372580,2880809594416510,2883790939554040,2893688876982930,2880013383876990,2894411584126070,2888245651858490,2890733111762310,2888644046694090,2901773839109630,2894960537287840,2877640574181880,2896170987391620,2878649173651930,2896295629556780,2881930268033070,2895517077292360,2887052401489960,2888541821273670,2898519481341590,2889848768799600
2068,2891288240287620,2836929165180460,2903119357175610,2896294886617220,2883546650351500,2883456506700410,2899168676607560,2891283148092230,2891307184874800,2888395091492660,2860724517858710,2887869967605520,2862763845929200,2854172017804680,2907641533623940,2853852558316030,2894740809827310,2864309142998360,2826359640005200,2893205960471980,2897832314168440,2881747672914890,2899558757362960,2907203998015180,2907875035351800,2834542500771780,2906528831479550,2851932281100170,2858764885906620,2903161278548070,2908193295905860,2874634014911200,2890208485011530,2882075514248920,2900729936864170,2905934400042950,2898675677437820,2896266158447610,2895095003916800,2891341887796990,2905949497413860,2903526463137860,2881145522792870,2896394308739330,2860414339281100,2900069111956300,2885054492188230,2871899579650940,2905043027666130,2868260493735930,2851506342314270,2857335864355420,2867288604917210,2880615265951080,2883584621902100,2893685982204590,2879808272174480,2894402818854210,2888128708226510,2890706990034800,2888581535206960,2901895829982890,2894960897137600,2877373490238030,2896211364391510,2878363701224630,2896332802298590,2881714542591900,2895552511652160,2886918945003230,2888452735068050,2898597166540260,2889782685229550
2069,2891240959229530,2835950649414780,2903277550833430,2896314151747670,2883412091522760,2883285046764350,2899247461598530,2891236246568500,2891260164795750,2888337307852500,2860114621860330,2887722285993190,2862192307016100,2853471002157970,2907862017154750,2853134596137260,2894784842160920,2863867594671420,2825252802918890,2893202138787610,2897921532854060,2881580308883650,2899662911212030,2907442049466320,2908092586385790,2833558682608520,2906724364034090,2851284741043180,2858215728166330,2903306368001340,2908431367514460,2874350865954340,2890137514660040,2881831353084990,2900840617933620,2906132813641770,2898749393362420,2896318806755980,2895126499814050,2891302077292130,2906144701046720,2903692373843300,2880928770044220,2896444557047240,2859880851052840,2900187315990960,2884895374509440,2871519972187260,2905216689442340,2867875377027590,2850763029427920,2856721081270040,2866862615374720,2880420895503790,2883377509212140,2893678118083710,2879601437867900,2894393854549580,2888011279525280,2890681634651180,2888516005272010,2902019635146830,2894964592438670,2877106482562450,2896251951985450,2878078317200120,2896368013147720,2881499200078430,2895586588865560,2886785240413990,2888363632017390,2898674901382110,2889718326037260
2070,2891195599857040,2834972508533200,2903435368580700,2896333182315920,2883277849444630,2883113537037860,2899325774828330,2891188895558900,2891215039040680,2888279893356480,2859507514657750,2887577488944590,2861623050249810,2852769486046800,2908078831266540,2852416283644930,2894830254188850,2863427280518390,2824148663879510,2893199599400940,2898011712513530,2881412913016550,2899762983971020,2907679070019290,2908309978853680,2832575215468490,2906919789977290,2850639853050920,2857669842146780,2903451794841890,2908669595483490,2874068740656200,2890064714537400,2881585947741440,2900952574929830,2906331160805720,2898825149942660,2896371823077630,2895158217176650,2891264727455430,2906339739506610,2903856780194070,2880712389910130,2896494757385120,2859348982177760,2900306108151980,2884736111642710,2871140511210870,2905391984862330,2867491445345050,2850019389397970,2856106212196150,2866437505641650,2880230878106150,2883170036292790,2893670279979310,2879395054538380,2894384448342450,2887894332024850,2890656619865890,2888451179543580,2902141456333470,2894964386471080,2876839940775540,2896292430305830,2877792297238250,2896403969009340,2881284094777110,2895620799512560,2886651414668630,2888276298059680,2898752710847010,2889652597974090
2071,2891148750864400,2833994907164490,2903597604292000,2896351972862310,2883144223878050,2882944640866510,2899403969252200,2891143772039600,2891168246444790,2888225356769760,2858898618975070,2887430535635620,2861052600024180,2852067839032470,2908297442989140,2851697972261520,2894875118293380,2862988824530240,2823044086008540,2893197241092220,2898101321409790,2881246923533910,2899863328301080,2907913820395630,2908529262930000,2831592056809540,2907118833640260,2849996209050900,2857123985018130,2903597082878210,2908909581674820,2873787013568600,2889992573191210,2881339872582940,2901064481110860,2906530458332870,2898898946632220,2896425279595610,2895192368946040,2891225198985470,2906534946692270,2904023849581510,2880496123070080,2896546497604240,2858817360441290,2900425761460550,2884576717112770,2870761006680360,2905565416876660,2867108473148430,2849275814947720,2855491260376590,2866012690978370,2880037228512200,2882960012597130,2893662359366490,2879189148317290,2894375566465510,2887776743773410,2890632257387840,2888386246727380,2902263519438080,2894964122902310,2876572420359170,2896337338528250,2877506134262150,2896439248413470,2881068039404450,2895657629352690,2886517441624900,2888187628699540,2898830460147760,2889586980590310
2072,2891105599141460,2833018953237060,2903756089372740,2896370604482360,2883011021532130,2882773524862180,2899481977126050,2891096689344240,2891125149614640,2888169049804720,2858290989973610,2887282110991600,2860480313178340,2851364539645700,2908514033781710,2850981326244850,2894920475589630,2862549622966870,2821940646172220,2893194549577010,2898193222007100,2881082737671500,2899967538635820,2908149658588830,2908746483564820,2830609586759880,2907315657072190,2849355154288650,2856580217104910,2903744268327950,2909150042448970,2873508662480630,2889919558592810,2881092134270610,2901177457344770,2906729812017980,2898973694828910,2896479005025000,2895224798198920,2891185795369560,2906732065751350,2904190247028520,2880279090531860,2896597013584730,2858286649573120,2900544978203710,2884418806790150,2870383440384520,2905738821999950,2866725520938420,2848531919565870,2854877406620960,2865587140469090,2879843678383600,2882750601983030,2893654287605890,2878983662017220,2894366030625390,2887658241249860,2890611790171500,2888321807055630,2902390507790860,2894963539560920,2876306672255290,2896378343046700,2877217504700390,2896474562849590,2880852134916380,2895692243443390,2886383251258950,2888098870598800,2898908276525050,2889521323386570
2073,2891058755482620,2832042087827870,2903914635604640,2896388899415540,2882878363554360,2882602420549810,2899560171301720,2891053579437090,2891078286405820,2888113146845830,2857679513097870,2887133211449070,2859908003599200,2850663752784660,2908732522054480,2850263026446520,2894966382379060,2862111918314660,2820838211311220,2893192212736240,2898283638258750,2880915338580960,2900068521756310,2908386790197940,2908963575540760,2829628190640770,2907512682591750,2848713673273330,2856035731307740,2903890594675570,2909391018535420,2873228574364000,2889847004714210,2880844714740520,2901290767510070,2906931844264900,2899049963483330,2896536801437490,2895257320322510,2891148328592750,2906927271524760,2904354999756350,2880061342052590,2896647699007460,2857754197088390,2900666303525220,2884259256126540,2870003363471740,2905914079118560,2866342543950760,2847787956297560,2854262693232180,2865163481303070,2879651004536390,2882542447017110,2893646209030650,2878778758401060,2894356348775850,2887540235766410,2890587810067940,2888257621628290,2902512065294400,2894964516759480,2876041214829360,2896420604639190,2876929003358200,2896509771034570,2880635953970910,2895730747007360,2886248966189060,2888014035444760,2898988554322920,2889461845218700
